"regcust","age","sex","type","regyear","regmon","ageGroup","status","lifeValue"
"zcocgbpp",15,"F","Basic",2016,6,"Youth",1,0
"kumatqhx",31,"F","Premium",2016,6,"Adult",1,0
"ojqcjtvr",32,"F","Basic",2016,6,"Adult",1,0
"gytgneiu",23,"F","Basic",2016,6,"Young",1,0
"qmhrkjna",25,"M","Basic",2016,6,"Young",1,0
"dkkvvvas",21,"M","Basic",2016,6,"Young",1,0
"xmlyktib",30,"F","Premium",2016,6,"Young",1,0
"oyrytjja",23,"M","Premium",2016,6,"Young",1,0
"nrmwwufg",19,"M","Basic",2016,6,"Young",1,0
"rrqimrry",32,"F","Basic",2016,6,"Adult",1,0
"xjkpmxfp",38,"F","Basic",2016,6,"Adult",1,0
"mofrddpj",10,"M","Premium",2016,6,"Youth",1,0
"msmlphlb",36,"M","Basic",2016,6,"Adult",1,0
"rzldysnv",11,"F","Basic",2016,6,"Youth",1,0
"efrwdbxr",35,"M","Basic",2016,6,"Adult",1,0
"ezrlwelt",17,"M","Basic",2016,6,"Youth",1,0
"aatvkxrb",23,"M","Basic",2016,6,"Young",1,0
"wpqrpaal",24,"F","Basic",2016,6,"Young",1,0
"nmysnlei",15,"M","Basic",2016,6,"Youth",1,0
"aqnlmoph",19,"M","Basic",2016,6,"Young",1,0
"zxrpjrhf",12,"M","Basic",2016,6,"Youth",1,0
"eetrytpn",37,"M","Basic",2016,6,"Adult",1,0
"gwqxzsgj",33,"M","Basic",2016,6,"Adult",1,0
"igyfuhon",14,"M","Premium",2016,6,"Youth",1,0
"ijialdke",38,"M","Basic",2016,6,"Adult",1,0
"cbhawntx",10,"F","Premium",2016,6,"Youth",1,0
"kumdmjtn",26,"M","Basic",2016,6,"Young",1,0
"vairpjek",19,"M","Basic",2016,6,"Young",1,0
"gjdldavf",38,"M","Premium",2016,6,"Adult",1,0
"qotnnxpc",22,"F","Basic",2016,6,"Young",1,0
"gauqbjzv",35,"F","Basic",2016,6,"Adult",1,0
"bcjsstwh",11,"F","Premium",2016,6,"Youth",1,0
"jcwqbpzq",15,"F","Basic",2016,6,"Youth",1,0
"shmzyykc",24,"M","Basic",2016,6,"Young",1,0
"xewjaias",23,"M","Basic",2016,6,"Young",1,0
"hvnemzic",37,"M","Basic",2016,6,"Adult",1,0
"abuqjpjc",15,"F","Basic",2016,6,"Youth",1,0
"oslfxxba",38,"M","Basic",2016,6,"Adult",1,0
"taujgggr",19,"F","Basic",2016,6,"Young",1,0
"jrstbfmv",33,"F","Premium",2016,6,"Adult",1,0
"iiqoauhy",15,"M","Basic",2016,6,"Youth",1,0
"sozsfvsi",17,"F","Premium",2016,6,"Youth",1,0
"jdnggatz",29,"F","Basic",2016,6,"Young",1,0
"lxrtnmix",37,"M","Basic",2016,6,"Adult",1,0
"aaoqclmx",14,"F","Basic",2016,6,"Youth",1,0
"yqhdhhzl",32,"M","Basic",2016,6,"Adult",1,0
"ccalqeeh",19,"M","Premium",2016,6,"Young",1,0
"oaliugoh",17,"M","Premium",2016,6,"Youth",1,0
"qkzvmuki",27,"M","Premium",2016,6,"Young",1,0
"ltsrsrws",15,"M","Premium",2016,6,"Youth",1,0
"xnafjecu",35,"M","Basic",2016,6,"Adult",1,0
"nuougkql",31,"F","Premium",2016,6,"Adult",1,0
"uzvnxnte",31,"M","Premium",2016,6,"Adult",1,0
"zkoajgxi",37,"M","Basic",2016,6,"Adult",1,0
"htkhopso",13,"F","Basic",2016,6,"Youth",1,0
"feecjgfp",25,"M","Premium",2016,6,"Young",1,0
"lzyjcjcr",15,"F","Basic",2016,6,"Youth",1,0
"yoxwpovr",29,"M",NA,2016,6,"Young",1,0
"tvoilcvz",18,"M","Basic",2016,6,"Young",1,0
"feczkzqk",40,"F","Basic",2016,6,"Adult",1,0
"yvlcpcox",34,"M","Basic",2016,6,"Adult",1,0
"eefugthb",10,"F","Basic",2016,6,"Youth",1,0
"wmzxxyai",15,"F","Basic",2016,6,"Youth",1,0
"yjwoxdiy",13,"M","Basic",2016,6,"Youth",1,0
"lvfxztub",12,"M","Premium",2016,6,"Youth",1,0
"rsxcphqj",12,"M","Premium",2016,6,"Youth",1,0
"aszmmttn",26,"M","Premium",2016,6,"Young",1,0
"pnlktfqu",40,"M","Basic",2016,6,"Adult",1,0
"bdpknvgm",24,"M","Basic",2016,6,"Young",1,0
"fvpkppbx",39,"M","Premium",2016,6,"Adult",1,0
"cjxuisum",10,"F","Basic",2016,6,"Youth",1,0
"iofopivf",30,"F","Basic",2016,6,"Young",1,0
"aoqswqra",33,"M","Basic",2016,6,"Adult",1,0
"atqdbemg",14,"M","Basic",2016,6,"Youth",1,0
"kmdsjers",28,"M","Basic",2016,6,"Young",1,0
"ivhxiaas",22,"M","Premium",2016,6,"Young",1,0
"xxzvohqw",37,"M","Premium",2016,6,"Adult",1,0
"dbtshkmp",20,"M","Premium",2016,6,"Young",1,0
"edyfbttz",27,"M","Basic",2016,6,"Young",1,0
"dqhnbqab",10,"F","Basic",2016,6,"Youth",1,0
"tnbkgxog",21,"M","Basic",2016,6,"Young",1,0
"rljkxswb",33,"M","Basic",2016,6,"Adult",1,0
"utqwpcty",11,"M","Basic",2016,6,"Youth",1,0
"glqwxetb",32,"M","Basic",2016,6,"Adult",1,0
"ohxspuro",39,"M","Basic",2016,6,"Adult",1,0
"gmsmamxw",13,"F","Basic",2016,6,"Youth",1,0
"nkcetqkj",22,"M","Basic",2016,6,"Young",1,0
"ovrkioku",27,"F","Basic",2016,6,"Young",1,0
"aqxmwbgk",28,"M","Basic",2016,6,"Young",1,0
"xxlamjyl",25,"M","Basic",2016,6,"Young",1,0
"temowplj",28,"F","Basic",2016,6,"Young",1,0
"bxwyzwzj",31,"M","Basic",2016,6,"Adult",1,0
"aqqkjkoy",24,"M","Basic",2016,6,"Young",1,0
"bkeiqfbb",14,"M","Premium",2016,6,"Youth",1,0
"zdepuukl",37,"M","Premium",2016,6,"Adult",1,0
"bvkzuazd",27,"M","Basic",2016,6,"Young",1,0
"owadzace",35,"F","Basic",2016,6,"Adult",1,0
"rhdaztqi",29,"M","Basic",2016,6,"Young",1,0
"vkpoteug",21,"M","Premium",2016,6,"Young",1,0
"uonzktig",37,"M",NA,2016,6,"Adult",1,0
"lcttzzyk",24,"F","Basic",2016,6,"Young",1,0
"lghxpfje",22,"M","Basic",2016,6,"Young",1,0
"cczpdadi",40,"M","Premium",2016,6,"Adult",1,0
"twclgraa",24,"M","Premium",2016,6,"Young",1,0
"cnceiwsu",37,"F","Premium",2016,6,"Adult",1,0
"kffldggd",33,"M","Basic",2016,6,"Adult",1,0
"srvdyotr",10,"M","Premium",2016,6,"Youth",1,0
"qzskfugs",20,"M","Basic",2016,6,"Young",1,0
"wiydjmne",24,"M","Basic",2016,6,"Young",1,0
"ebfelikn",17,"M","Basic",2016,6,"Youth",1,0
"xlqiglyt",10,"F","Basic",2016,6,"Youth",1,0
"wyqsdzfr",11,"M","Premium",2016,6,"Youth",1,0
"xtixitqo",26,"M","Basic",2016,6,"Young",1,0
"ybdkdefm",38,"F","Basic",2016,6,"Adult",1,0
"wodqkqgq",15,"M","Basic",2016,6,"Youth",1,0
"cqdvfmgs",20,"M","Basic",2016,6,"Young",1,0
"mhkxangy",21,"M","Basic",2016,6,"Young",1,0
"szmogvid",35,"M","Basic",2016,6,"Adult",1,0
"pjyeuyfp",14,"M","Premium",2016,6,"Youth",1,0
"rltnzuns",23,"F","Basic",2016,6,"Young",1,0
"rfvownvq",14,"M","Basic",2016,6,"Youth",1,0
"krdxcrmq",31,"M","Basic",2016,6,"Adult",1,0
"jlcasmwa",18,"M","Premium",2016,6,"Young",1,0
"gjckjsry",36,"M","Basic",2016,6,"Adult",1,0
"lteycsfv",35,"M","Basic",2016,6,"Adult",1,0
"axzlwiku",20,"M","Premium",2016,6,"Young",1,0
"jmjynbbx",40,"M","Basic",2016,6,"Adult",1,0
"wjxjbjrw",28,"M","Basic",2016,6,"Young",1,0
"ruwvaxcg",13,"M","Basic",2016,6,"Youth",1,0
"kbxnbyki",23,"M","Basic",2016,6,"Young",1,0
"pdarelcq",19,"F","Premium",2016,6,"Young",1,0
"uxqmqlkk",19,"F","Basic",2016,6,"Young",1,0
"riisvtvu",17,"M","Premium",2016,6,"Youth",1,0
"dlshzkdt",36,"M","Basic",2016,6,"Adult",1,0
"magiisum",10,"M","Basic",2016,6,"Youth",1,0
"hzkgzjro",36,"M","Basic",2016,6,"Adult",1,0
"nmuqovyg",40,"F","Premium",2016,6,"Adult",1,0
"vjswdmtr",27,"F","Premium",2016,6,"Young",1,0
"tanlbqdx",19,"F","Basic",2016,6,"Young",1,0
"glnelhqc",30,"M","Basic",2016,6,"Young",1,0
"ymiieejj",26,"M","Basic",2016,6,"Young",1,0
"cyqyrgsv",11,"F","Basic",2016,6,"Youth",1,0
"pxnriauy",26,"M","Basic",2016,6,"Young",1,0
"fvcibgfm",26,"M","Basic",2016,6,"Young",1,0
"kactsznb",39,"M","Premium",2016,6,"Adult",1,0
"ucfrpikh",24,"F","Premium",2016,6,"Young",1,0
"abypabox",39,"M","Basic",2016,6,"Adult",1,0
"jiklzpsz",10,"F","Basic",2016,6,"Youth",1,0
"pogjfjuu",36,"F","Basic",2016,6,"Adult",1,0
"vjzkheir",38,"F","Basic",2016,6,"Adult",1,0
"xtrncral",31,"F","Basic",2016,6,"Adult",1,0
"pzkflcat",37,"M","Premium",2016,6,"Adult",1,0
"haffmagk",34,"M","Basic",2016,6,"Adult",1,0
"aosplsog",29,"F","Basic",2016,6,"Young",1,0
"jrdkwfzq",16,"M","Basic",2016,6,"Youth",1,0
"arakukue",12,"F","Basic",2016,6,"Youth",1,0
"wclzzdax",36,"F","Basic",2016,6,"Adult",1,0
"vkkdnmla",13,"F","Basic",2016,6,"Youth",1,0
"dzlrycsf",14,"F","Premium",2016,6,"Youth",1,0
"qmnzeeqm",39,"M","Basic",2016,6,"Adult",1,0
"hpcgxfyo",28,"M","Basic",2016,6,"Young",1,0
"trjfoplj",22,"M","Basic",2016,6,"Young",1,0
"sbeoxygj",34,"M","Premium",2016,6,"Adult",1,0
"hxshszee",32,"M","Basic",2016,6,"Adult",1,0
"gysfvdod",10,"M","Basic",2016,6,"Youth",1,0
"tlogfqqf",17,"M","Basic",2016,6,"Youth",1,0
"yjkyykxn",40,"M","Basic",2016,6,"Adult",1,0
"pinujnnu",12,"M","Basic",2016,6,"Youth",1,0
"acxmehjd",10,"M","Basic",2016,6,"Youth",1,0
"wjpvwfdq",17,"M","Premium",2016,6,"Youth",1,0
"fvvbzdyg",14,"M","Basic",2016,6,"Youth",1,0
"ksxgmocs",32,"F","Premium",2016,6,"Adult",1,0
"pefvvzkj",32,"M","Premium",2016,6,"Adult",1,0
"olwippft",28,"M","Basic",2016,6,"Young",1,0
"hebpudlb",20,"M","Basic",2016,6,"Young",1,0
"hhzuwtop",28,"M","Basic",2016,6,"Young",1,0
"kvtjeopt",36,"M","Basic",2016,6,"Adult",1,0
"hgskempz",25,"M","Basic",2016,6,"Young",1,0
"frnvjeqq",36,"M","Basic",2016,6,"Adult",1,0
"jyzwzfsg",28,"F","Basic",2016,6,"Young",1,0
"xffspbuv",16,"M","Basic",2016,6,"Youth",1,0
"aflglmcc",29,"M","Premium",2016,6,"Young",1,0
"hbgnjayu",30,"M",NA,2016,6,"Young",1,0
"wkfxxkiw",18,"F","Basic",2016,6,"Young",1,0
"kickuors",38,"F","Basic",2016,6,"Adult",1,0
"wrqvkgmg",19,"M","Basic",2016,6,"Young",1,0
"zrxtinuk",14,"F","Basic",2016,6,"Youth",1,0
"fbrbtskn",15,"F","Basic",2016,6,"Youth",1,0
"itusfigi",18,"F","Basic",2016,6,"Young",1,0
"igdsmfbq",18,"F","Basic",2016,6,"Young",1,0
"xzoopetl",10,"M","Basic",2016,6,"Youth",1,0
"avmqcaae",25,"M","Basic",2016,6,"Young",1,0
"vctejvmg",11,"M","Basic",2016,6,"Youth",1,0
"tqfsrcyk",29,"M","Basic",2016,6,"Young",1,0
"ldeoeowj",31,"F","Basic",2016,6,"Adult",1,0
"ydjzphgj",16,"M","Basic",2016,6,"Youth",1,0
"jhfmpluz",37,"F","Premium",2016,6,"Adult",1,0
"txwscuxu",30,"M","Basic",2016,6,"Young",1,0
"npcqldku",34,"M","Premium",2016,6,"Adult",1,0
"lijzajmr",29,"M","Basic",2016,6,"Young",1,0
"wxunozrg",24,"M","Premium",2016,6,"Young",1,0
"fkageeit",35,"M","Basic",2016,6,"Adult",1,0
"ngrinlet",12,"M","Basic",2016,6,"Youth",1,0
"dbsqvjfu",16,NA,"Basic",2016,6,"Youth",1,0
"duvxbbam",32,"M","Basic",2016,6,"Adult",1,0
"vrzyrgaf",11,"M","Basic",2016,6,"Youth",1,0
"yqzegmce",40,"M","Basic",2016,6,"Adult",1,0
"onroqvgz",10,"F","Basic",2016,6,"Youth",1,0
"vzkdulnu",25,"F","Basic",2016,6,"Young",1,0
"secylhdt",12,"F","Basic",2016,6,"Youth",1,0
"cnlsmjoq",30,"M","Premium",2016,6,"Young",1,0
"yxpahxen",31,"M","Premium",2016,6,"Adult",1,0
"gdmjnemt",20,"M","Basic",2016,6,"Young",1,0
"hzehgytz",18,"M","Basic",2016,6,"Young",1,0
"cfhwngfz",34,"M","Basic",2016,6,"Adult",1,0
"exvfpvgm",30,"M","Basic",2016,6,"Young",1,0
"cfdmwpsr",15,"F","Basic",2016,6,"Youth",1,0
"psrwypun",36,"M","Basic",2016,6,"Adult",1,0
"dpvzbxtn",38,"M","Basic",2016,6,"Adult",1,0
"tbjcmyox",35,"M","Basic",2016,6,"Adult",1,0
"rwkftsym",25,"F","Basic",2016,6,"Young",1,0
"jfextwxb",30,"F","Basic",2016,6,"Young",1,0
"frmckpwe",17,"M","Basic",2016,6,"Youth",1,0
"arbasuax",24,"M","Basic",2016,6,"Young",1,0
"cemopbvb",29,"M","Basic",2016,6,"Young",1,0
"qgtwvggf",11,"M","Basic",2016,6,"Youth",1,0
"brtrqxnc",22,"M","Basic",2016,6,"Young",1,0
"kgvzfsvu",19,"M","Basic",2016,6,"Young",1,0
"jtonnwof",28,"M","Basic",2016,6,"Young",1,0
"oqqptyba",22,"M","Basic",2016,6,"Young",1,0
"jkhtilmj",40,"F","Basic",2016,6,"Adult",1,0
"sujqhhma",14,"F","Premium",2016,6,"Youth",1,0
"rhjjgwcf",14,"M","Basic",2016,6,"Youth",1,0
"afebezzd",17,"M","Basic",2016,6,"Youth",1,0
"jzbzgmof",27,"F","Basic",2016,6,"Young",1,0
"fgcmppyk",40,"F","Basic",2016,6,"Adult",1,0
"itmyzcfs",34,"F","Premium",2016,6,"Adult",1,0
"zyyxgwnz",37,"M","Basic",2016,6,"Adult",1,0
"utmphbzg",35,"M","Basic",2016,6,"Adult",1,0
"girprdsc",24,"M","Basic",2016,6,"Young",1,0
"jzwvnwlc",25,"M","Basic",2016,6,"Young",1,0
"ghqvqsge",23,"M","Basic",2016,6,"Young",1,0
"fxfevwfw",34,"M","Basic",2016,6,"Adult",1,0
"jicbnakn",33,"F","Basic",2016,6,"Adult",1,0
"wmmwsjvg",10,"F","Basic",2016,6,"Youth",1,0
"cittuybq",25,"M","Basic",2016,6,"Young",1,0
"xamqyzzv",37,"F","Basic",2016,6,"Adult",1,0
"gxtyvhvl",32,"M","Basic",2016,6,"Adult",1,0
"bkuewzcn",21,"M","Basic",2016,6,"Young",1,0
"gubgixvs",28,"M","Basic",2016,6,"Young",1,0
"lhddxzda",25,"M","Basic",2016,6,"Young",1,0
"ubdgkslk",21,"M","Basic",2016,6,"Young",1,0
"owkyvkyw",15,"F","Basic",2016,6,"Youth",1,0
"kkoktgcl",30,"M","Premium",2016,6,"Young",1,0
"mbldtafk",30,"F","Basic",2016,6,"Young",1,0
"qkqyvdeh",28,"M","Basic",2016,6,"Young",1,0
"fbraatiz",33,"F","Basic",2016,6,"Adult",1,0
"otuvdpvv",31,"M","Basic",2016,6,"Adult",1,0
"nvyzsgbi",31,"M","Basic",2016,6,"Adult",1,0
"tfujyitn",38,"M","Premium",2016,6,"Adult",1,0
"lbeallhv",20,"F","Premium",2016,6,"Young",1,0
"aauvkgms",11,"M","Basic",2016,6,"Youth",1,0
"qgbdbimz",37,"M","Basic",2016,6,"Adult",1,0
"viiuieou",38,"M","Premium",2016,6,"Adult",1,0
"mjifmvmj",27,"M","Basic",2016,6,"Young",1,0
"myypxekv",28,"M","Basic",2016,6,"Young",1,0
"byglxfyv",37,"M","Basic",2016,6,"Adult",1,0
"klnioddl",10,"F","Premium",2016,6,"Youth",1,0
"uaynanbd",14,"F","Basic",2016,6,"Youth",1,0
"zfvbsngg",23,"M","Basic",2016,6,"Young",1,0
"zquxniui",11,NA,"Basic",2016,6,"Youth",1,0
"nhuwlegj",40,"M","Basic",2016,6,"Adult",1,0
"ztudnimr",18,"F","Basic",2016,6,"Young",1,0
"edjdmtly",30,"F","Basic",2016,6,"Young",1,0
"ixcaqaid",36,"F","Basic",2016,6,"Adult",1,0
"mllghwfg",26,"F","Basic",2016,6,"Young",1,0
"fydwuhue",26,"F","Premium",2016,6,"Young",1,0
"iwegundr",17,"M","Basic",2016,6,"Youth",1,0
"rtxsffeg",16,"M","Basic",2016,6,"Youth",1,0
"vwczmxtg",21,"F","Basic",2016,6,"Young",1,0
"ggctaiqa",16,"M","Basic",2016,6,"Youth",1,0
"cobowqgl",39,"M","Premium",2016,6,"Adult",1,0
"aroyfcvi",25,NA,"Basic",2016,6,"Young",1,0
"sqvlcegx",11,"M","Basic",2016,6,"Youth",1,0
"jctpjmkt",35,"M","Basic",2016,6,"Adult",1,0
"bppguitq",28,"F","Basic",2016,6,"Young",1,0
"jfbtgigf",28,"F","Basic",2016,6,"Young",1,0
"xaheznpm",15,"F","Basic",2016,6,"Youth",1,0
"elebmbxe",23,"F","Basic",2016,6,"Young",1,0
"houoynnj",19,"M","Basic",2016,6,"Young",1,0
"tldxygvq",12,"F","Basic",2016,6,"Youth",1,0
"daetscza",29,"M","Basic",2016,6,"Young",1,0
"aayfixzu",11,"M","Basic",2016,6,"Youth",1,0
"tcvsaelj",38,"M","Premium",2016,6,"Adult",1,0
"ekpuyoca",15,"F","Basic",2016,6,"Youth",1,0
"dzzzffig",14,"M","Basic",2016,6,"Youth",1,0
"kqkwhcxi",39,"F","Basic",2016,6,"Adult",1,0
"mnbnarpm",25,"M","Basic",2016,6,"Young",1,0
"pssubblr",16,"M","Basic",2016,6,"Youth",1,0
"isccacbf",22,"M","Basic",2016,6,"Young",1,0
"jbfiicyb",17,"F","Basic",2016,6,"Youth",1,0
"muolrnrc",40,"M","Basic",2016,6,"Adult",1,0
"bhzxiovl",39,"F","Basic",2016,6,"Adult",1,0
"xeepbvau",29,"M","Basic",2016,6,"Young",1,0
"ixrwqmip",21,"M","Basic",2016,6,"Young",1,0
"xxtiqcsc",30,"F","Basic",2016,6,"Young",1,0
"unlcwemg",27,"F","Basic",2016,6,"Young",1,0
"bolqmbgn",31,"M","Basic",2016,6,"Adult",1,0
"zkthgkiz",36,"M","Premium",2016,6,"Adult",1,0
"ywulylym",15,"M",NA,2016,6,"Youth",1,0
"glbybowr",34,"F","Basic",2016,6,"Adult",1,0
"xqbxkhuv",31,"F","Basic",2016,6,"Adult",1,0
"aexdcjsk",12,"M","Basic",2016,6,"Youth",1,0
"mtrbqivt",38,"M",NA,2016,6,"Adult",1,0
"jtoqsjxt",27,"M","Basic",2016,6,"Young",1,0
"gkpzwgpu",26,"M","Basic",2016,6,"Young",1,0
"wlriljsd",18,"M","Basic",2016,6,"Young",1,0
"ccoxxoyt",24,"M","Premium",2016,6,"Young",1,0
"svzemcfq",19,"F","Basic",2016,6,"Young",1,0
"qjrevqrd",30,"M","Premium",2016,6,"Young",1,0
"aowthqvn",32,"F","Basic",2016,6,"Adult",1,0
"athjbsxi",36,"M","Basic",2016,6,"Adult",1,0
"czpxnufi",34,"F","Basic",2016,6,"Adult",1,0
"yjirvdvs",15,"M","Premium",2016,6,"Youth",1,0
"zgzudrna",21,"M","Basic",2016,6,"Young",1,0
"npfbqjzd",14,"M","Basic",2016,6,"Youth",1,0
"jptkbjhn",21,"M","Basic",2016,6,"Young",1,0
"yzwnxxqb",25,"M","Basic",2016,6,"Young",1,0
"fprhylkf",16,"M","Basic",2016,6,"Youth",1,0
"wjwilmcc",26,"M","Basic",2016,6,"Young",1,0
"mklwzbve",13,"M","Basic",2016,6,"Youth",1,0
"xfvceqwx",35,"M","Basic",2016,6,"Adult",1,0
"lxfjcgdx",40,"F","Basic",2016,6,"Adult",1,0
"vmfjwmpw",17,"M","Basic",2016,6,"Youth",1,0
"okvmiskw",34,"M","Basic",2016,6,"Adult",1,0
"xgoeobdv",28,"F","Basic",2016,6,"Young",1,0
"nwuvgsqk",36,"F","Basic",2016,6,"Adult",1,0
"emcvtqiy",21,"M","Premium",2016,6,"Young",1,0
"tlbpotly",19,"M","Basic",2016,6,"Young",1,0
"uiwpczfb",28,NA,"Basic",2016,6,"Young",1,0
"mssrlimt",29,"M","Basic",2016,6,"Young",1,0
"boydagpz",27,"M","Basic",2016,6,"Young",1,0
"xtbkiknq",24,"M","Basic",2016,6,"Young",1,0
"azspjano",33,"M","Basic",2016,6,"Adult",1,0
"imxahogn",12,"M","Basic",2016,6,"Youth",1,0
"vhiberkj",21,"F","Basic",2016,6,"Young",1,0
"lbfrltxf",34,"M","Basic",2016,6,"Adult",1,0
"wzvupsax",40,"M","Basic",2016,6,"Adult",1,0
"sxirbmvg",40,"M","Basic",2016,6,"Adult",1,0
"tmojgjdt",29,"M","Basic",2016,6,"Young",1,0
"grammhyk",24,"F","Basic",2016,6,"Young",1,0
"psfvfmuz",15,"M","Basic",2016,6,"Youth",1,0
"gopscdmw",40,"M","Basic",2016,6,"Adult",1,0
"vjbhfyzp",32,"M","Basic",2016,6,"Adult",1,0
"qjikilsy",14,"F","Basic",2016,6,"Youth",1,0
"jbhfoylt",26,"F","Premium",2016,6,"Young",1,0
"drczdxsh",24,"F","Basic",2016,6,"Young",1,0
"zedbrjcd",40,"M","Basic",2016,6,"Adult",1,0
"wkvkyfgc",14,"M","Premium",2016,6,"Youth",1,0
"hyuzpaeb",21,"M","Basic",2016,6,"Young",1,0
"hmazjxeg",38,"M","Basic",2016,6,"Adult",1,0
"chazobfq",12,"M","Basic",2016,6,"Youth",1,0
"vyhtabeq",23,"M","Basic",2016,6,"Young",1,0
"idgjyxft",39,"M","Basic",2016,6,"Adult",1,0
"bumqgwaw",15,"F","Basic",2016,6,"Youth",1,0
"hcathzla",21,NA,"Basic",2016,6,"Young",1,0
"sfdsqmyq",38,"M","Basic",2016,6,"Adult",1,0
"cpxaofby",21,"F","Basic",2016,6,"Young",1,0
"nqythetb",34,"M","Basic",2016,6,"Adult",1,0
"tyjqfelk",20,"M","Basic",2016,6,"Young",1,0
"alhelmfm",28,"M","Basic",2016,6,"Young",1,0
"vyyamkqk",27,"M","Basic",2016,6,"Young",1,0
"mqxnbjyt",14,"M","Premium",2016,6,"Youth",1,0
"fqrnvfqb",21,"M","Basic",2016,6,"Young",1,0
"vmwgcojr",23,"F","Premium",2016,6,"Young",1,0
"bdnpeagh",15,"M","Basic",2016,6,"Youth",1,0
"dxlgadmu",32,"F","Basic",2016,6,"Adult",1,0
"tgzbddrx",39,"M","Basic",2016,6,"Adult",1,0
"ujspbqec",28,"F","Basic",2016,6,"Young",1,0
"rfnhjelo",10,"M","Basic",2016,6,"Youth",1,0
"elmfxiyh",11,"M","Premium",2016,6,"Youth",1,0
"kectapcj",31,"M","Basic",2016,6,"Adult",1,0
"qfceewvu",16,"M","Basic",2016,6,"Youth",1,0
"befjvhcu",24,"M","Premium",2016,6,"Young",1,0
"oqqnqagn",33,"M","Basic",2016,6,"Adult",1,0
"sfaktgrl",18,"M","Premium",2016,6,"Young",1,0
"tcjeeclf",10,"F","Basic",2016,6,"Youth",1,0
"qdpenqhq",40,"M","Premium",2016,6,"Adult",1,0
"dokpkran",14,"M","Basic",2016,6,"Youth",1,0
"mslhpjbu",37,"M","Basic",2016,6,"Adult",1,0
"tlforldm",27,"M","Basic",2016,6,"Young",1,0
"txugeyup",28,"M","Premium",2016,6,"Young",1,0
"mfuohlyu",11,"F","Basic",2016,6,"Youth",1,0
"ssrmyvyt",33,"M","Basic",2016,6,"Adult",1,0
"bvzfmyzn",36,"M","Basic",2016,6,"Adult",1,0
"xvxnhfky",26,"M","Basic",2016,6,"Young",1,0
"rhglexoq",13,"M","Basic",2016,6,"Youth",1,0
"vytwfqxz",31,"M","Basic",2016,6,"Adult",1,0
"bocgcwzw",34,"M","Basic",2016,6,"Adult",1,0
"shgpddgq",25,"M","Basic",2016,6,"Young",1,0
"yntfeuvh",28,"M","Premium",2016,6,"Young",1,0
"uzskcbhf",26,"M","Basic",2016,6,"Young",1,0
"ztlezqnt",36,"M","Basic",2016,6,"Adult",1,0
"aqetplwb",35,"M","Basic",2016,6,"Adult",1,0
"gclphizv",38,"M","Basic",2016,6,"Adult",1,0
"rwvssekx",21,"M","Basic",2016,6,"Young",1,0
"vukravfi",23,"M","Basic",2016,6,"Young",1,0
"noueuoub",40,"M","Basic",2016,6,"Adult",1,0
"xxnhuodv",31,"M","Basic",2016,6,"Adult",1,0
"chyjvnch",36,"M","Premium",2016,6,"Adult",1,0
"amnkbbuo",14,"F","Premium",2016,6,"Youth",1,0
"yhfyalwx",33,"M","Basic",2016,6,"Adult",1,0
"beswrtzr",30,"M","Basic",2016,6,"Young",1,0
"sqdtiubb",13,"M","Basic",2016,6,"Youth",1,0
"zopmnimk",17,"M","Basic",2016,6,"Youth",1,0
"lcjwlvky",36,"M","Basic",2016,6,"Adult",1,0
"rjaawlgc",25,"F","Basic",2016,6,"Young",1,0
"hyuhplgf",21,"M","Basic",2016,6,"Young",1,0
"rkhilndz",17,"F","Basic",2016,6,"Youth",1,0
"eeardivn",15,"F","Basic",2016,6,"Youth",1,0
"yrmhacyy",20,"M","Basic",2016,6,"Young",1,0
"lyjwhjjt",38,"M","Basic",2016,6,"Adult",1,0
"pfqdwrui",29,"M","Basic",2016,6,"Young",1,0
"iadvrdsa",26,"F","Basic",2016,6,"Young",1,0
"vlualebt",35,"F","Basic",2016,6,"Adult",1,0
"zbclfciu",31,"M","Basic",2016,6,"Adult",1,0
"bjehskyc",11,"F","Basic",2016,6,"Youth",1,0
"oolslevr",21,"M","Basic",2016,6,"Young",1,0
"dxcawttb",26,"M","Premium",2016,6,"Young",1,0
"yipsekso",33,"M","Basic",2016,6,"Adult",1,0
"zzagfdyz",20,"M","Basic",2016,6,"Young",1,0
"kajgmiux",10,"F","Basic",2016,6,"Youth",1,0
"kfckwhtr",12,"M","Basic",2016,6,"Youth",1,0
"apwtpept",16,"F","Premium",2016,6,"Youth",1,0
"lbhpvmpf",13,"M","Basic",2016,6,"Youth",1,0
"ubvyduto",26,"M","Basic",2016,6,"Young",1,0
"jikmlwfx",40,"F","Premium",2016,6,"Adult",1,0
"calwhtch",22,"M","Basic",2016,6,"Young",1,0
"egrfraur",35,"F","Basic",2016,6,"Adult",1,0
"mmjkugog",36,"M","Basic",2016,6,"Adult",1,0
"qunlufah",36,"F","Basic",2016,6,"Adult",1,0
"ztnssljm",16,"F","Basic",2016,6,"Youth",1,0
"vijsnjwx",22,"F","Basic",2016,6,"Young",1,0
"kqbuaqae",14,"M","Basic",2016,6,"Youth",1,0
"pcdrqrim",24,"F","Basic",2016,6,"Young",1,0
"lbkpttos",35,"M","Premium",2016,6,"Adult",1,0
"syomrdcr",29,"M","Basic",2016,6,"Young",1,0
"akmxltiu",14,"M","Premium",2016,6,"Youth",1,0
"bojmafet",22,"M","Basic",2016,6,"Young",1,0
